date,retweets,favorites,text,permalink
04/02/18,0,0,Good evening. D train service has resumed following earlier mechanical problems at 125 St. ^JG,https://twitter.com/NYCTSubway/status/981002919397986305
04/02/18,0,1,"Hi, Caroline. There was a train taken out of service due to mechanical problems that affected service.We do apologize for this. We see a C train has arrived at your station. We hope you were able to board. ^CB",https://twitter.com/NYCTSubway/status/981000297819623424
04/02/18,2,3,Southbound D trains are running express from 161 St-Yankee Stadium to 125 St because of a train with mechanical problems at 125 St,https://twitter.com/NYCTSubway/status/980989498199822341
04/02/18,5,4,Southbound D trains have service changes because of a train with mechanical problems at 125 St. See http://mta.info,https://twitter.com/NYCTSubway/status/980985918839455745
04/02/18,0,0,Good Evening. There were reports of a train with mechanical problems entering High St which caused service to be held in stations. Service has resumed. We do apologize for the inconvenience. ^JZ,https://twitter.com/NYCTSubway/status/980948990668754945
04/02/18,0,0,"Hello, Norman. Trains are currently delayed becaus of a train with mechanical problems at Broadway Junction. ^DG",https://twitter.com/NYCTSubway/status/980936600090763265
04/02/18,0,0,Good afternoon. We have a report of a train with mechanical problems at Broadway Junction. We apologize for the inconvenience. ^DG,https://twitter.com/NYCTSubway/status/980936328245317632
04/02/18,0,0,"Hi Jen, M trains are experiencing delays because of a train with mechanical problems at Broadway Junction, we apologize for any inconvenience.^EE",https://twitter.com/NYCTSubway/status/980935203123326976
04/02/18,2,3,Jamaica-bound J trains have service changes because of a train with mechanical problems at Broadway Junction. See http://mta.info,https://twitter.com/NYCTSubway/status/980933576152834049
04/02/18,2,2,Tottenville-bound SIR trains are running with delays because of a train with mechanical problems at St. George.,https://twitter.com/NYCTSubway/status/980932068699004928
04/02/18,1,1,D & N trains are running local from DeKalb Av to 36 St (Bklyn) because of a train mechanical problems at 36 St (Bklyn).,https://twitter.com/NYCTSubway/status/980886465285644289
04/02/18,0,0,Good afternoon. These delays were because of a train with mechanical problems at 36 St. ^HKD,https://twitter.com/NYCTSubway/status/980883387513700355
04/02/18,0,0,Good afternoon. D trains were running with additional delays because of a train with mechanical problems at 36 St. ^HKD,https://twitter.com/NYCTSubway/status/980883011439939585
04/02/18,2,0,Southbound N trains are running local from DeKalb Av to 36 St (Bklyn) because of a train with mechanical problems at 36 St (Bklyn).,https://twitter.com/NYCTSubway/status/980871216796983297
04/02/18,0,4,B and C train service has resumed following an earlier incident involving a train with mechanical problems at 72 St.,https://twitter.com/NYCTSubway/status/980806450682433537
04/02/18,1,2,Northbound E & F trains are running local from Roosevelt Av to 71 Av because of a train with mechanical problems at 71 Av.,https://twitter.com/NYCTSubway/status/980800548524916737
04/02/18,0,0,"Hi, Laura. There was a mechanical problem with that A train and it could no longer remain in passenger service. We apologize for the inconvenience. ^JP",https://twitter.com/NYCTSubway/status/980786887144230912
04/02/18,0,0,Good morning. The A train at 175 St experienced a mechanical problem and could no longer remain in passenger service. ^JP,https://twitter.com/NYCTSubway/status/980786692817907712
04/02/18,4,4,Staten Island Railway train service has resumed following an earlier incident involving a train with mechanical problems at Jefferson Av.,https://twitter.com/NYCTSubway/status/980774791044063232
04/02/18,2,2,Southbound D trains are running with delays because of a train with mechanical problems at Fordham Rd.,https://twitter.com/NYCTSubway/status/980702838404927489
04/01/18,0,0,Good Evening. There is a train with mechanical problems at 168 St right now causing service changes on the 1. Please see the following link for details: http://www.mta.info/status/subway/123/25377031 … ^JL,https://twitter.com/NYCTSubway/status/980573349687496705
04/01/18,6,6,There is no 1 train service between 145 St and 168 St in both directions because of a train with mechanical problems at 168 St.,https://twitter.com/NYCTSubway/status/980565160292179968
04/01/18,1,4,Northbound A trains are running with delays because of a train with mechanical problems at Dyckman St.,https://twitter.com/NYCTSubway/status/980475114352513025
04/01/18,1,3,"Southbound N, Q and R trains are running with delays because of a train with mechanical problems at DeKalb Av.",https://twitter.com/NYCTSubway/status/980414336039518208
03/31/18,2,9,Main St-bound 7 trains are running express from Queensboro Plaza to 74 St-Broadway because of a train with mechanical problems at 33 St.,https://twitter.com/NYCTSubway/status/980276007738531843
03/31/18,1,0,Broad St bound J trains are running with delays because of a train with mechanical problems at Chauncey St.,https://twitter.com/NYCTSubway/status/980231623705812992
03/31/18,1,2,5 trains are running with delays in both directions because of a train with mechanical problems at Flatbush Av-Brooklyn College.,https://twitter.com/NYCTSubway/status/979989385641910272
03/30/18,2,5,Southbound 6 trains are running express from 125 St to Grand Central-42 St because of a train with mechanical problems at 96 St.,https://twitter.com/NYCTSubway/status/979899043148115970
03/30/18,0,1,"Problem is maintaining the old tech gets more and more expensive and they're reaching a point where it costs more to do that than to upgrade to a newer, more modern system. Plus swipe is mechanical so it requires much more maintenance than tap even before you consider its age.",https://twitter.com/AlexWithAK/status/979783023506882560
03/30/18,5,6,"Northbound E and F trains are running local from Jackson Hts-Roosevelt Av to Kew Gardens-Union Tpke because of a train with mechanical problems at Forest Hills-71 Av. You may experience delays on the E, F, M and R trains.",https://twitter.com/NYCTSubway/status/979744998492078084
03/30/18,0,1,"Signals problems, trains with mechanical problems, rerouted trains & train traffic = a problematic subway system that negatively impacts passengers on a daily basis. When will these issues be addressed? @ MTA @ NYCTSubway @ unsuckMTA",https://twitter.com/IMAPrincessnyc/status/979690374288625669
03/30/18,6,9,Northbound F and G trains are running with delays because of a train with mechanical problems at Smith-9 St.,https://twitter.com/NYCTSubway/status/979688958077689856
03/30/18,4,5,"There is no southbound 5 train service between Nereid Av and E 180 St because of a train with mechanical problems at 239 St Yard. As an alternative, you can take the southbound 2 train to E 180 St and transfer to a southbound 5 train. Expect delays on the 2 and 5 trains.",https://twitter.com/NYCTSubway/status/979681139924389889
03/29/18,1,5,Southbound B and D trains are running with delays because of a train with mechanical problems at 34 St-Herald Sq.,https://twitter.com/NYCTSubway/status/979538115525214208
03/29/18,1,1,Northbound 2 and 5 trains are running with delays because of a train with mechanical problems at President St.,https://twitter.com/NYCTSubway/status/979443825658814464
03/29/18,0,3,# AskNYCT what concrete plans are in place to fix the signal problems and never-ending (as of late) mechanical issues? Is the @ MTA planning to address this line-by-line? Piecemeal? Is there an actual plan in place?,https://twitter.com/geniablaser/status/979384269951983617
03/29/18,0,0,"Good morning. Earlier, there was a train with a mechanical problem at Brooklyn Bridge. Currently, there is another train at Brooklyn Bridge with a mechanical problem. We apologize for the delays in service.",https://twitter.com/NYCTSubway/status/979351719367888900
03/29/18,1,2,Good morning. There's an L train at Bedford Av experiencing mechanical problems. We hope to have trains moving shortly. Apologies for the inconvenience.^TBJ,https://twitter.com/NYCTSubway/status/979350158935756800
03/29/18,0,0,Good morning. There is an L train at Bedford Av going out of service because of mechanical problems. We hope to have service moving shortly. Sorry for the inconvenience.^TBJ,https://twitter.com/NYCTSubway/status/979348770268827648
03/29/18,2,2,Some southbound 6 trains end at Bowling Green. These service changes are because of a train with mechanical problems at Brooklyn Bridge-City Hall. (2/2),https://twitter.com/NYCTSubway/status/979347508374667264
03/29/18,0,0,Good morning. Train crew investigating the cause of a mechanical problem on that train. ^JP,https://twitter.com/NYCTSubway/status/979345384655998978
03/29/18,5,11,8 Av-bound L trains are running with delays because of a train with mechanical problems at Bedford Av.,https://twitter.com/NYCTSubway/status/979345257698557953
03/29/18,0,0,Good morning. At that time the 4/5/6 lines experienced re-routes and delays because a train had mechanical problems at Brooklyn Bridge. Service has resumed and trains have been stopping at Spring St. Sorry for the inconvenience. ^TBJ,https://twitter.com/NYCTSubway/status/979341042603479041
03/29/18,0,0,"Good morning. A train experienced mechanical problems at Brooklyn Bridge which caused delays and re-routes on the 5 line. Service has resumed, however, as congestion clears up trains may still be delayed.^TBJ",https://twitter.com/NYCTSubway/status/979340426594439168
03/29/18,1,2,"Mechanical problems, delays, who knows what riders will ask @ NYCTSubway Prez Andy Byford about on Twitter today? # nbc4nypic.twitter.com/kAnW0pejnI",https://twitter.com/andrewsiff4NY/status/979336173091946496
03/29/18,0,0,Good morning. There is a 4 train with mechanical problems leaving Brooklyn Bridge-City Hall rerouting the 4 and 5 via the local from Brooklyn Bridge. We hope to resume express service shortly. ^JP,https://twitter.com/NYCTSubway/status/979332889757339648
03/29/18,5,4,Northbound 4 and 5 trains are running local from Brooklyn Bridge-City Hall to 14 St-Union Sq. Some northbound 5 trains are stopping along the 2 line from Nevins St to 149 St-Grand Concourse. These service changes are because of a train with mechanical problems at Brooklyn Bridge.,https://twitter.com/NYCTSubway/status/979332249651990529
03/29/18,0,1,"What's the point? Nothing is going to change. Signal problems, mechanical problems, homeless people stinking up the cars...it's just getting worse. All of these late night track work is NOT making things better...just worse!",https://twitter.com/staaec72/status/979314660389376001
03/29/18,3,4,Northbound C and E trains are running with delays because of a train with mechanical problems at Port Authority-42 St.,https://twitter.com/NYCTSubway/status/979305918700642305
03/28/18,2,4,Rockaway Park Shuttle trains are running with delays in both directions because of a train with mechanical problems at Rockaway Park.,https://twitter.com/NYCTSubway/status/979173864256233474
03/28/18,1,3,Northbound 4 and 5 trains are running local from Brooklyn Bridge to 14 St because of a train with mechanical problems at Brooklyn Bridge.,https://twitter.com/NYCTSubway/status/979157745625640960
03/28/18,1,3,Northbound A trains are running local from Euclid Av to Hoyt-Schermerhorn because of a train with mechanical problems at Broadway Junction.,https://twitter.com/NYCTSubway/status/979147320066543616
03/28/18,0,0,"Hello, Rachel. There was a Q train with mechanical problems at Church Av. Sounds like you may be on that train. Can you provide the car number? ^MB",https://twitter.com/NYCTSubway/status/979118154373877760
03/28/18,0,0,"Hi, Jon. We had a train with a mechanical problem at 59 St which affected service. We apologize for the inconvenience. ^DG",https://twitter.com/NYCTSubway/status/979116835961483264
03/28/18,0,0,Good afternoon Nicole. There was an earlier incident involving a train with mechanical problems that caused delays in service. We are seeing an R train at 49 St. En-route to you shortly. ^CB,https://twitter.com/NYCTSubway/status/979115423743533056
03/28/18,3,6,L trains are running with delays in both directions because of a train with mechanical problems at 8 Av.,https://twitter.com/NYCTSubway/status/979112578050871296
03/28/18,5,7,Southbound Q trains are running with delays because of a train with mechanical problems at Church Av.,https://twitter.com/NYCTSubway/status/979103598960398336
03/28/18,0,1,Renews metrocard. Gets on train. Goes 3 stops. Train goes out of service due to “mechanical problems”. You got me again @ NYCTSubway,https://twitter.com/The_Monokal/status/978992479910449153
03/28/18,0,0,Hello. There was an A train removed from service at High St because of a mechanical problem. This caused one A to be rerouted via the F line causing the long wait between A trains. ^JP,https://twitter.com/NYCTSubway/status/978991229772984320
03/28/18,0,0,"Hi, Jocelyn. There was one A train removed from service because of a mechanical problem. This rerouted one A train via the F line from Jay St to W 4 St. There is an A train one station away. ^JP",https://twitter.com/NYCTSubway/status/978987281917804544
03/28/18,6,5,Southbound F trains are running with delays because of a train with mechanical problems at Jay St-Metro Tech.,https://twitter.com/NYCTSubway/status/978982426629279746
03/28/18,0,0,Morning commute off to a cracking start. Kicked off A train at High St due to mechanical problems. Late for work again. # signalfail @ NYCTSubway @ NYGovCuomo @ MTA,https://twitter.com/marcellae14/status/978982165231882240
03/28/18,6,10,No D train service between Stillwell Av and Bay Pkwy in both directions because of a train with mechanical problems at Stillwell Av.,https://twitter.com/NYCTSubway/status/978950877233991681
03/27/18,0,0,"@ NYCTSubway WE JUST SAT AND WAITED ON A SOUTHBOUND D TRAIN AT 42nd ST AS AN EMPLOYEE WALKED THROUGH LOOKING FOR AN UNATTENDED BAG, AND FOUND IT IM MY TRAIN CAR. THE BAG WAS NOT REMOVED, THE ANNOUNCMENT SAID MECHANICAL PROBLEMS, WE FINALLY ARE MOVING YET ",https://twitter.com/tice_bridget/status/978794235410382848
03/27/18,0,0,"@ NYCTSubway WHY ARE WE SITTING ON THE SOUTHBOUND D TRAIN AT 42nd st??? AN EMPLOYEE JUST WALKED THROUGH LOOKING FOR AN UNATTENDED BAG, AND FOUND IT!!! YET THE ANNOUNCMENT SAID MECHANICAL PROBLEMS, WHY ARE YOU LYING TO US????",https://twitter.com/tice_bridget/status/978792804632670214
03/27/18,0,1,Good Evening. There are delays following an earlier incident involving a train with mechanical problems at Queens Plaza. We do apologize for the inconvenience. ^JZ,https://twitter.com/NYCTSubway/status/978765037484507137
03/27/18,0,1,You are fucked. There’s mechanical problems at Queens Plaza. At least it’s not the fuckery from earlier that involved an idiot on the tracks.,https://twitter.com/Blondoid/status/978762353717194753
03/27/18,5,6,"Southbound E, M & R train service changes & delays because of a train with mechanical problems at Queens Plaza. See http://mta.info",https://twitter.com/NYCTSubway/status/978761009040166913
03/27/18,0,0,Good evening. L trains are running with delays because of a train with mechanical problems at 6 Av. ^HKD,https://twitter.com/NYCTSubway/status/978758877889155072
03/27/18,0,0,Good evening. There was an earlier train with mechanical problems that caused some delay in L service. We expect to resume normal service soon. ^HKD,https://twitter.com/NYCTSubway/status/978757283143454720
03/27/18,0,0,There was an earlier train with mechanical problems which caused some delay in L service. We expect to resume regular service soon. ^HKD,https://twitter.com/NYCTSubway/status/978757096580796416
03/27/18,0,0,"Indeed, that train had a mechanical problem and everybody was asked to get off at 6th ave",https://twitter.com/surreal_nyc/status/978756174601474049
03/27/18,0,1,Good afternoon. A northbound 1 train was removed from customer service because of mechanical problems. We apologize for this inconvenience. ^HKD,https://twitter.com/NYCTSubway/status/978739534321082369
03/27/18,0,2,34 St bound 7 trains are running with delays because of a train with mechanical problems at Queensboro Plaza.,https://twitter.com/NYCTSubway/status/978698444650016769
03/27/18,3,5,Update: Northbound 6 trains are running express from Brooklyn Bridge-City Hall to Grand Central-42 St because of a train with mechanical problems at Brooklyn Bridge-City Hall.,https://twitter.com/NYCTSubway/status/978682240786984960
03/27/18,3,4,Northbound 6 trains are running express from Brooklyn Bridge to 14 St because of a train with mechanical problems at Brooklyn bridge.,https://twitter.com/NYCTSubway/status/978679588170665986
03/27/18,3,6,Northbound A and southbound E trains are running with delays because of trains with mechanical problems at 14 St.,https://twitter.com/NYCTSubway/status/978670913402146816
03/27/18,5,5,Correction: Southbound N trains are stopping along D line from 36 St (Bklyn) to Coney Island-Stillwell Av because of a train with mechanical problems at 8 Av.,https://twitter.com/NYCTSubway/status/978658686209052673
03/27/18,4,7,Southbound N trains are stopping along D line from 36 St (Bklyn) to Stillwell Av because of a train with mechanical problems at Stillwell Av,https://twitter.com/NYCTSubway/status/978656089007906816
03/27/18,4,5,Southbound 1 trains are running express from 137 St-City College to 96 St because of a train with mechanical problems at 103 St.,https://twitter.com/NYCTSubway/status/978629513256095745
03/27/18,0,0,"Hi, Andrew. There was one A train trip out of 207 St that did not run because of a mechanical problem causing the long wait in A service at 190 St. We apologize for the inconvenience. ^JP",https://twitter.com/NYCTSubway/status/978620844510457857
03/27/18,0,0,"Good morning. Earlier, there was a Main St-bound 7 train with mechanical problems at Junction Blvd. Service to Main St held in stations. Service resumed approx 7:25 AM. ^JP",https://twitter.com/NYCTSubway/status/978602665000230912
03/27/18,0,0,"Hi, Jay. There is a delay in service from an earlier train with mechanical problems at 219 St. That train left the terminal late was sent express to get back on or close to schedule. ^JP",https://twitter.com/NYCTSubway/status/978594112285880321
03/27/18,4,4,Update: Some northbound 3 trains are stopping along the 1 line from 96 St to 137 St-City College because of a train with mechanical problems at Harlem-148 St.,https://twitter.com/NYCTSubway/status/978593007527235584
03/27/18,0,0,Apologies for the delays. That train is experiencing a mechanical problem. Train crew is investigating. We hope to be on the move shortly. ^JP,https://twitter.com/NYCTSubway/status/978592949062852609
03/27/18,8,4,3 trains are running with delays in both directions because of a train with mechanical problems at 148 St.,https://twitter.com/NYCTSubway/status/978590886702575616
03/27/18,5,4,4 trains are running with delays in both directions because of a train with mechanical problems at Woodlawn.,https://twitter.com/NYCTSubway/status/978590094805348352
03/27/18,4,6,Southbound 2 and 5 trains are running with delays because a train with mechanical problems at 219 St.,https://twitter.com/NYCTSubway/status/978589027489206272
03/27/18,2,2,Main St-bound 7 trains are running with delays because of a train with mechanical problems at Queensboro Plaza.,https://twitter.com/NYCTSubway/status/978531746567385089
03/27/18,2,5,Northbound A trains bypass Dyckman St because of a train with mechanical problems at Dyckman St.,https://twitter.com/NYCTSubway/status/978485437399486466
03/26/18,3,8,L trains are running with delays in both directions because of a train with mechanical problems at 8 Av.,https://twitter.com/NYCTSubway/status/978477445144895488
03/26/18,0,1,"Hi, Ana. There was a train with a mechanical problem which delayed service. Service has resumed with delays. To be alerted, sign up for alerts at http://www.mymtaalerts.com ^DG",https://twitter.com/NYCTSubway/status/978418276953882624
03/26/18,0,0,"Hi, Tommy. Service was disrupted due to a train with a mechanical problem at Queens Plaza. Service has recently resumed with delays. To be notified, sign up for alerts at http://www.mymtaalerts.com ^DG",https://twitter.com/NYCTSubway/status/978418018807107586
03/26/18,0,0,Good Evening. There are delays and service changes because of an ongoing incident involving a train with mechanical problems at Queens Plaza. For more info please visit http://mta.info ^JZ,https://twitter.com/NYCTSubway/status/978412988771323904
03/26/18,2,5,R trains service changes and delays because of a train with mechanical problems at Queens Plaza. See http://mta.info,https://twitter.com/NYCTSubway/status/978410994413330432
03/26/18,0,0,There was a train with mechanical problems at Brooklyn Bridge which caused some delays in northbound 6 service. That train is on the move now. ^HKD,https://twitter.com/NYCTSubway/status/978399193214652416
03/26/18,0,0,Some Jamaica bound J trains are running express from Broadway Junction because of a train with mechanical problems at Gate Av.,https://twitter.com/NYCTSubway/status/978353239153405954
03/26/18,3,3,4 trains are running with delays in both directions because of a train with mechanical problems at Woodlawn.,https://twitter.com/NYCTSubway/status/978306219231318016
03/26/18,1,7,F and M train service has resumed following an earlier incident involving a train with mechanical problems at 23 St.,https://twitter.com/NYCTSubway/status/978232022429786113
03/26/18,1,2,Southbound E trains are running with delays because of a train with mechanical problems at 65 St.,https://twitter.com/NYCTSubway/status/978186970043207680
03/25/18,0,1,Broad St bound J trains are running with delays because of a train with mechanical problems at Hewes St.,https://twitter.com/NYCTSubway/status/978080423237603328
03/25/18,4,7,1 train service has resumed following an earlier incident involving a train with mechanical problems at South Ferry.,https://twitter.com/NYCTSubway/status/977935260368457728
03/25/18,4,4,A & Rockaway Park-S trains are running with delays in both directions because of the South Channel Bridge experiencing mechanical problems.,https://twitter.com/NYCTSubway/status/977777323461267457
03/24/18,0,0,Thank you. We see that 7 train serivce has resumed following an earlier train with mechanical problems at 5 Av. We apologize for the delay. Which station in Astoria is your destination? ^JG,https://twitter.com/NYCTSubway/status/977745102444613632
03/24/18,0,0,Good evening. We see that 7 train serivce has resumed following an earlier train with mechanical problems at 5 Av. We are doing all we can to keep service moving. ^JG,https://twitter.com/NYCTSubway/status/977744313408016384
03/24/18,0,0,Good evening Renaldy. We see that 7 trains are now proceeding following an earlier train with mechanical problems at 5 Av. We see a Main St-bound 7 train will arrive to Grand Central-42 St shortly. ^JG,https://twitter.com/NYCTSubway/status/977743089984049152
03/24/18,0,0,Good evening Michael. We see that 7 train service is now proceeding following an earlier train with mechanical problems at 5 Av. ^JG,https://twitter.com/NYCTSubway/status/977742229736484864
03/24/18,0,0,Good evening Jenny. There are delays in 7 train service because of a train with mechanical problems at 5 Av. What is your destination? ^JG,https://twitter.com/NYCTSubway/status/977740512349310976
03/24/18,4,5,7 trains have service changes and delays because of a train with mechanical problems at 5 Av.,https://twitter.com/NYCTSubway/status/977736905113653248
03/24/18,4,5,Main St-bound 7 trains are running with delays because of a train with mechanical problems at 5 Av.,https://twitter.com/NYCTSubway/status/977733162892779520
03/24/18,4,4,Canarsie-bound L trains are running with delays because of a train with mechanical problems at Wilson Av.,https://twitter.com/NYCTSubway/status/977730437035511808
03/24/18,4,5,Southbound 6 trains are running with delays because of a train with mechanical problems at 3 Av-138 St.,https://twitter.com/NYCTSubway/status/977680002417414144
03/24/18,0,0,"Hi, Kenny. There is a train with mechanical problems at 138 St which is causing a delay in southbound 6 service. ^HKD",https://twitter.com/NYCTSubway/status/977679593514643456
03/24/18,4,7,Southbound 2 trains are running local from 96 St to Times Sq-42 St because of a train with mechanical problems at 79 St.,https://twitter.com/NYCTSubway/status/977510796635893760
03/23/18,0,0,"Good evening, Sam. There was an earlier train with mechanical problems causing train to go out of service. We do apologize for the inconvenience. ^GES",https://twitter.com/NYCTSubway/status/977376990046113793
03/23/18,0,0,Good evening Greg. We see that E trains are now proceeding following an earlier train with mechanical problems at Queens Plaza. Did you receive our alert? If not sign up at this link to receive alerts: https://www.mymtaalerts.com/LoginC.aspx ^JG,https://twitter.com/NYCTSubway/status/977337028084838401
03/23/18,0,0,Good evening. There was an earlier train with mechanical problems at Queens Plaza which caused some delays. E service is resuming now. ^HKD,https://twitter.com/NYCTSubway/status/977309262509723648
03/23/18,0,0,Good evening. There was an earlier train with mechanical problems at Queens Plaza which caused some delays. E service is resuming now. ^HKD,https://twitter.com/NYCTSubway/status/977308459879235584
03/23/18,1,3,"Southbound E, R and Broadway Junction bound M trains are running with delays because of a train with mechanical problems at Queens Plaza.",https://twitter.com/NYCTSubway/status/977308039865864193
03/23/18,2,4,Jamaica Center bound J trains are running with delays because of a train with mechanical problems at 75 St-Elderts Ln.,https://twitter.com/NYCTSubway/status/977285287108907008
03/23/18,3,4,Southbound 6 trains are running with delays because of a train with mechanical problems at Hunts Point Av.,https://twitter.com/NYCTSubway/status/977233040849195010
03/23/18,0,0,"Hi, Chrissy. The 1 train was experiencing mechanical problems. However, the issue has been resolved and the train is on the move. Apologies for the inconvenience. ^MB",https://twitter.com/NYCTSubway/status/977194429567119360
03/23/18,0,0,"Hello. We apologize for any confusion. F trains are stopping on the M line from 47-50 Sts Rockefeller Ctr to Queens Plaza, then stopping on the E to Roosevelt Av because of a train with mechanical problems. ^MB",https://twitter.com/NYCTSubway/status/977183643595673601
03/23/18,0,0,Good morning. The train was held in the station to alleviate congestion. The F train was stopping along the M line from 47-50 Sts/Rockerfeller Ctr to Queens Plaza because of a train with mechanical problems. ^MB,https://twitter.com/NYCTSubway/status/977182396436172800
03/23/18,4,8,Northbound F via M line from 47-50 Sts to Queens Plaza then via E line to Roosevelt Av train with mechanical problems at Roosevelt Island.,https://twitter.com/NYCTSubway/status/977169078333960193
03/23/18,0,0,Good morning. F trains were dispatched to run along the M line because of a train with mechanical problems at Roosevelt Island. This is the reason for the slight delay in M train service. ^MB,https://twitter.com/NYCTSubway/status/977164624473808896
03/23/18,7,6,Northbound F trains via M from 47-50 Sts to Queens Plaza then via E to Roosevelt Av train with mechanical problems at Roosevelt Island.,https://twitter.com/NYCTSubway/status/977158158639656960
03/23/18,4,7,N trains are running with delays in both directions because of a train with mechanical problems at Coney Island-Stillwell Av.,https://twitter.com/NYCTSubway/status/977146705505406976
03/23/18,0,0,"Good morning, Millie. Apologies for the inconvenience. The train went local because it had to go around another train that was experiencing mechanical problems. ^MB",https://twitter.com/NYCTSubway/status/977144139128168449
03/22/18,0,0,Wait... “there are @ MTA trains that DON’T have mechanical problems!?” - - News to me # SignalProblems # ThirdWorldpic.twitter.com/FlDkdAqMv8,https://twitter.com/Flush75/status/977013123738669056
03/22/18,4,6,Northbound N trains are stopping along the D line from Stillwell Av to 36 St (BKLYN) because of a train with mechanical Problems at 8 Av.,https://twitter.com/NYCTSubway/status/977011018210652160
03/22/18,3,7,Southbound B trains are running local from Prospect Park to Kings Hwy because of a train with mechanical problems at Church Av.,https://twitter.com/NYCTSubway/status/977001492338094080
03/22/18,0,0,Good morning. That C train trip did not run because of a mechanical problem. It was taken out of service at 168 St. ^JP,https://twitter.com/NYCTSubway/status/976809620269420545
03/22/18,0,0,Good morning and apologies for the delay. There was a train with mechanical problems entering Parkside Av. That train is now on the move. Enjoy your day! ^JP,https://twitter.com/NYCTSubway/status/976780938830077952
03/22/18,6,8,Northbound Q trains are running express from Kings Hwy to Prospect Park because of a train with mechanical problems at Parkside Av.,https://twitter.com/NYCTSubway/status/976779048293675008
03/22/18,0,0,"Good morning. We see that because of a train with mechanical problems at Grand Central-42 St, 7 trains are running a shuttle service in Manhattan between Times Square and 34 St-Hudson Yards. What is your destination? ^JG",https://twitter.com/NYCTSubway/status/976741640298795008
03/22/18,8,5,Some 34 St-bound 7 trains end at Queensboro Plaza or Hunters Point Av because of a train with mechanical problems at Grand Central-42 St.,https://twitter.com/NYCTSubway/status/976737703390863360
03/21/18,0,0,Good evening. We do apologize for the inconvenience. There was an earlier train taken out of service because of mechanical problems at Bleecker St. An uptown 6 train should arrive shortly. ^GES,https://twitter.com/NYCTSubway/status/976657401637228545
03/21/18,0,8,6 trains are running with delays in both directions because of a train with mechanical problems at Brooklyn Bridge-City Hall.,https://twitter.com/NYCTSubway/status/976560399914094593
03/20/18,0,0,@ NYCTSubway you want me to belive that 1.5 hours of delays is due to one train with mechanical problems? Either get your crap together or stop lying to us.,https://twitter.com/Varda35/status/976291953015898112
03/20/18,0,0,Good evening Richard. We see that service has resumed following an earlier mechanical problems at Queensboro Plaza and an Astoria-bound N train is approaching 5 Av-59 St. ^JG,https://twitter.com/NYCTSubway/status/976291301011443712
03/20/18,0,0,"Thank you, we are pleased to inform that we have just resumed service on the N and W train serivce following an earlier incident involving a train with mechanical problems. ^JG",https://twitter.com/NYCTSubway/status/976289659297787904
03/20/18,1,4,Northbound 2 and 3 trains are running with delays because of a train with mechanical problems at 125 St.,https://twitter.com/NYCTSubway/status/976277863312666625
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. See here for details: http://www.mta.info/status/subway/NQR/25359917 … ^HKD,https://twitter.com/NYCTSubway/status/976269452286324736
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. See here for details: http://www.mta.info/status/subway/NQR/25359917 … ^HKD,https://twitter.com/NYCTSubway/status/976269278684073985
03/20/18,6,12,"N, Q, R and W train service changes and delays; train with mechanical problems at Queensboro Plaza. See http://mta.info",https://twitter.com/NYCTSubway/status/976269078448037888
03/20/18,0,0,"Good evening. Because of a train with mechanical problems at Queensboro Plaza, R trains are running with delays. Crews are responding now to fix the issue. ^HKD",https://twitter.com/NYCTSubway/status/976266971179311105
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Crews are responding now to fix the problem. ^HKD,https://twitter.com/NYCTSubway/status/976266036264816643
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Crews are responding now to fix the problem. ^HKD,https://twitter.com/NYCTSubway/status/976265147223330816
03/20/18,0,0,Good evening. There is a a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Crews are responding now to fix the problem. ^HKD,https://twitter.com/NYCTSubway/status/976264630212481025
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Crews are responding now to fix the issue. ^HKD,https://twitter.com/NYCTSubway/status/976263300991340544
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Crews are responding now to fix the issue. ^HKD,https://twitter.com/NYCTSubway/status/976263164282265600
03/20/18,0,1,"Hi, Terry. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Crews are responding now to fix the issue. ^HKD",https://twitter.com/NYCTSubway/status/976262647862759424
03/20/18,0,0,Good evening. There is a train with mechanical problems at Queensboro Plaza which is causing delays and service changes. Northbound N and W trains will stop along the Q line to 96 St while crews work to fix the issue. ^HKD,https://twitter.com/NYCTSubway/status/976262319406747648
03/20/18,1,4,Northbound 6 trains are running express from 3 Av-138 St to Hunts Point Av because of a train with mechanical problems at E 143 St-St Mary,https://twitter.com/NYCTSubway/status/976255021078675458
03/20/18,0,4,Northbound 6 trains are running with delays because of a train with mechanical problems at E 143 St-St Mary's St.,https://twitter.com/NYCTSubway/status/976251854958071808
